petition_id,abstract_length,label_length,numberOfSignatures
2973,49,6,399
2974,47,11,398
2975,55,10,397
2976,25,8,396
2977,55,11,396
2978,19,11,396
2979,45,12,396
2980,47,14,396
2981,52,8,395
2982,23,13,395
2983,40,14,395
2984,54,6,395
2985,54,12,394
2986,52,14,394
2987,45,10,393
2988,55,13,392
2989,51,14,392
2990,47,10,392
2991,47,12,391
2992,53,11,391
2993,41,13,391
2994,23,9,391
2995,47,13,390
2996,47,8,390
2997,53,14,390
2998,53,8,389
2999,50,14,389
3000,42,13,389
3001,42,11,389
3002,42,9,387
3003,44,9,387
3004,38,8,386
3005,58,10,386
3006,53,12,385
3007,41,11,385
3008,51,12,385
3009,47,11,385
3010,34,13,385
3011,47,3,385
3012,17,8,385
3013,47,5,384
3014,49,14,384
3015,45,13,384
3016,41,15,383
3017,47,14,383
3018,50,13,383
3019,56,14,382
3020,22,13,382
3021,37,11,382
3022,22,12,382
3023,39,6,382
3024,44,10,382
3025,43,12,381
3026,46,12,381
3027,51,6,381
3028,53,9,380
3029,16,5,380
3030,37,13,379
3031,45,13,379
3032,46,12,379
3033,36,6,378
3034,33,9,378
3035,51,8,378
3036,41,9,377
3037,45,13,377
3038,54,14,377
3039,29,9,376
3040,50,9,376
3041,41,12,375
3042,54,16,375
3043,49,12,374
3044,48,5,374
3045,51,13,374
3046,25,10,372
3047,47,12,372
3048,49,12,372
3049,33,7,372
3050,58,14,372
3051,53,12,372
3052,28,11,372
3053,44,10,371
3054,53,11,371
3055,51,12,371
3056,48,8,370
3057,31,12,370
3058,45,10,370
3059,40,13,370
3060,51,7,369
3061,12,7,369
3062,50,13,369
3063,24,10,369
3064,45,5,369
3065,28,13,369
3066,51,9,368
3067,37,9,368
3068,50,14,368
3069,16,10,368
3070,29,8,367
3071,32,5,366
3072,44,6,365
3073,46,8,364
3074,46,12,363
3075,46,13,363
3076,53,15,363
3077,53,12,363
3078,60,12,363
3079,52,4,362
3080,13,6,361
3081,57,13,361
3082,45,11,361
3083,50,5,361
3084,54,10,361
3085,47,12,360
3086,51,4,360
3087,15,12,360
3088,44,6,359
3089,24,11,359
3090,48,11,359
3091,32,10,359
3092,50,16,358
3093,41,9,357
3094,52,11,356
3095,57,14,356
3096,50,9,356
3097,36,9,356
3098,52,12,356
3099,54,13,356
3100,31,12,355
3101,50,8,355
3102,37,14,355
3103,43,11,355
3104,52,11,354
3105,51,9,354
3106,46,12,354
3107,30,6,353
3108,47,9,353
3109,25,11,353
3110,48,16,353
3111,10,12,352
3112,47,13,352
3113,33,11,352
3114,50,14,352
3115,54,11,351
3116,46,11,351
3117,46,11,351
3118,61,14,351
3119,50,13,351
3120,55,13,349
3121,46,12,349
3122,37,9,349
3123,40,9,349
3124,47,6,349
3125,40,9,349
3126,45,10,348
3127,56,13,348
3128,52,15,348
3129,49,8,348
3130,58,11,347
3131,44,11,347
3132,49,14,347
3133,40,6,347
3134,43,13,347
3135,44,8,347
3136,50,10,346
3137,55,11,346
3138,42,11,345
3139,49,13,345
3140,43,9,344
3141,48,12,344
3142,47,16,344
3143,53,6,344
3144,50,13,343
3145,48,11,342
3146,49,11,342
3147,32,12,342
3148,58,17,341
3149,62,16,341
3150,34,5,340
3151,39,12,340
3152,52,15,340
3153,37,6,340
3154,53,8,339
3155,33,9,339
3156,37,12,339
3157,48,13,339
3158,32,5,339
3159,45,6,339
3160,57,11,338
3161,55,8,338
3162,40,8,337
3163,13,17,337
3164,24,11,337
3165,50,10,337
3166,48,8,336
3167,51,11,336
3168,46,11,336
3169,45,11,335
3170,52,12,335
3171,44,7,335
3172,47,7,335
3173,45,10,335
3174,52,5,335
3175,49,14,335
3176,50,11,334
3177,50,12,334
3178,49,11,334
3179,50,14,334
3180,48,12,334
3181,54,8,333
3182,48,11,333
3183,43,14,333
3184,54,16,333
3185,44,15,332
3186,53,3,332
3187,45,13,332
3188,35,12,332
3189,49,10,332
3190,47,10,332
3191,36,6,332
3192,44,8,332
3193,45,12,331
3194,28,10,330
3195,50,12,330
3196,46,7,330
3197,48,11,329
3198,55,7,329
3199,60,13,329
3200,55,12,328
3201,55,4,328
3202,47,6,328
3203,57,9,328
3204,53,11,328
3205,12,10,327
3206,14,9,327
3207,32,15,327
3208,38,11,327
3209,54,11,327
3210,21,14,326
3211,48,12,326
3212,39,12,325
3213,47,12,325
3214,41,12,325
3215,56,12,325
3216,57,4,325
3217,42,14,325
3218,48,13,325
3219,43,10,325
3220,41,7,324
3221,47,12,324
3222,48,7,324
3223,52,13,324
3224,38,10,323
3225,51,14,323
3226,43,11,323
3227,49,11,323
3228,62,13,323
3229,45,15,322
3230,45,16,321
3231,45,9,321
3232,55,13,321
3233,44,11,320
3234,36,13,320
3235,51,12,319
3236,54,10,319
3237,49,9,319
3238,53,15,319
3239,44,12,319
3240,58,10,318
3241,46,11,318
3242,47,9,318
3243,49,10,318
3244,42,14,318
3245,40,10,318
3246,49,12,318
3247,51,9,318
3248,47,12,317
3249,53,9,316
3250,52,11,316
3251,50,12,316
3252,41,11,316
3253,41,9,316
3254,60,7,316
3255,54,11,315
3256,51,7,315
3257,51,12,315
3258,52,13,315
3259,50,13,315
3260,59,15,315
3261,45,11,315
3262,40,9,315
3263,54,10,314
3264,56,14,314
3265,48,6,314
3266,47,12,313
3267,45,12,313
3268,50,11,312
3269,48,15,311
3270,45,7,311
3271,48,14,311
3272,44,10,310
3273,42,12,310
3274,42,12,310
3275,45,11,310
3276,48,16,310
3277,47,13,309
3278,48,11,309
3279,48,8,309
3280,47,10,309
3281,28,6,309
3282,40,9,309
3283,51,10,308
3284,49,10,308
3285,57,12,308
3286,38,8,308
3287,48,9,307
3288,47,14,307
3289,51,7,307
3290,46,10,307
3291,46,7,307
3292,40,11,307
3293,51,13,307
3294,40,13,306
3295,47,12,306
3296,45,12,306
3297,52,14,306
3298,19,10,306
3299,53,13,306
3300,45,9,305
3301,56,15,305
3302,46,13,305
3303,51,15,305
3304,45,9,305
3305,48,9,305
3306,44,14,304
3307,44,8,304
3308,44,9,303
3309,35,13,302
3310,38,15,302
3311,29,11,302
3312,52,13,302
3313,51,13,302
3314,50,12,301
3315,45,9,301
3316,38,9,301
3317,31,11,301
3318,51,13,301
3319,57,15,300
3320,53,9,300
3321,55,11,300
3322,35,12,300
3323,47,13,300
3324,45,13,299
3325,54,13,299
3326,21,11,298
3327,44,10,298
3328,50,13,297
3329,32,7,296
3330,50,9,296
3331,41,11,296
3332,27,14,296
3333,50,14,296
3334,48,12,296
3335,43,7,296
3336,52,15,295
3337,48,7,295
3338,51,8,295
3339,49,5,295
3340,54,15,295
3341,47,14,295
3342,15,4,294
3343,44,13,294
3344,40,11,293
3345,48,15,293
3346,53,12,292
3347,39,9,292
3348,54,12,292
3349,24,10,292
3350,45,10,291
3351,42,3,290
3352,21,13,290
3353,56,11,290
3354,40,13,289
3355,49,13,289
3356,46,11,289
3357,47,8,289
3358,48,14,289
3359,53,13,289
3360,27,8,289
3361,51,11,288
3362,53,13,288
3363,53,10,288
3364,44,11,288
3365,44,12,287
3366,27,10,287
3367,49,13,287
3368,44,12,287
3369,42,11,286
3370,51,11,286
3371,35,9,285
3372,39,8,285
3373,33,11,285
3374,48,11,285
3375,36,12,284
3376,39,13,284
3377,26,12,284
3378,47,10,283
3379,50,12,283
3380,7,6,283
3381,38,9,282
3382,45,13,282
3383,40,10,281
3384,50,11,281
3385,50,12,281
3386,52,12,281
3387,52,11,281
3388,47,13,281
3389,43,10,281
3390,40,7,281
3391,34,12,281
3392,53,10,280
3393,53,11,280
3394,54,8,280
3395,9,8,280
3396,48,10,280
3397,41,7,280
3398,49,5,280
3399,45,12,280
3400,35,9,279
3401,52,10,279
3402,38,12,279
3403,52,11,279
3404,50,11,279
3405,32,14,278
3406,47,7,278
3407,52,15,278
3408,45,7,278
3409,44,6,278
3410,47,11,278
3411,56,5,277
3412,33,9,277
3413,46,11,277
3414,52,12,277
3415,46,9,277
3416,61,14,277
3417,62,11,276
3418,31,13,276
3419,41,13,276
3420,53,11,276
3421,17,4,276
3422,33,14,275
3423,53,6,275
3424,33,11,274
3425,11,7,274
3426,43,7,274
3427,32,9,274
3428,36,5,274
3429,45,7,274
3430,28,6,274
3431,52,15,274
3432,47,4,274
3433,45,11,273
3434,51,10,273
3435,40,10,273
3436,42,11,272
3437,50,10,272
3438,42,9,272
3439,41,14,272
3440,46,15,272
3441,46,8,272
3442,37,11,271
3443,51,13,271
3444,47,11,271
3445,50,11,271
3446,44,12,270
3447,51,11,270
3448,49,11,270
3449,45,10,270
3450,27,10,270
3451,49,13,270
3452,42,9,270
3453,45,10,270
3454,31,11,269
3455,26,13,269
3456,37,14,269
3457,47,12,269
3458,45,10,269
3459,38,11,269
3460,55,9,269
3461,39,12,268
3462,43,10,268
3463,52,8,268
3464,49,10,268
3465,48,11,267
3466,45,11,267
3467,52,7,267
3468,42,13,267
3469,56,8,267
3470,51,7,266
3471,42,11,266
3472,48,9,266
3473,43,15,266
3474,46,11,266
3475,34,5,266
3476,46,16,265
3477,54,11,265
3478,48,11,265
3479,45,12,265
3480,38,13,265
3481,48,13,265
3482,52,14,265
3483,29,13,264
3484,49,11,264
3485,54,9,263
3486,51,11,263
3487,52,12,263
3488,50,10,263
3489,49,10,263
3490,47,11,263
3491,53,13,262
3492,38,12,262
3493,30,13,262
3494,57,16,262
3495,55,15,261
3496,49,12,261
3497,54,13,261
3498,53,16,261
3499,46,9,261
3500,47,9,260
3501,45,15,260
3502,47,7,260
3503,46,8,259
3504,49,9,259
3505,46,8,259
3506,50,10,259
3507,48,13,258
3508,52,11,258
3509,34,12,258
3510,27,12,258
3511,36,12,258
3512,20,12,258
3513,51,15,257
3514,41,9,257
3515,48,4,257
3516,48,12,257
3517,34,4,257
3518,45,11,256
3519,46,12,256
3520,40,6,256
3521,46,14,255
3522,43,10,255
3523,46,8,255
3524,45,14,255
3525,47,10,255
3526,40,14,254
3527,43,14,254
3528,47,4,254
3529,47,11,254
3530,51,15,254
3531,45,12,254
3532,51,11,254
3533,52,15,253
3534,49,8,253
3535,48,8,253
3536,38,13,253
3537,50,8,253
3538,44,12,252
3539,50,11,252
3540,15,6,251
3541,55,13,251
3542,35,9,251
3543,30,14,251
3544,19,8,251
3545,54,16,251
3546,49,7,251
3547,36,10,251
3548,45,9,251
3549,36,11,251
3550,45,12,251
3551,42,14,250
3552,45,13,250
3553,52,7,250
3554,48,12,249
3555,41,10,249
3556,44,15,249
3557,35,9,249
3558,57,14,249
3559,38,11,248
3560,47,12,248
3561,42,14,248
3562,39,3,248
3563,53,9,247
3564,49,11,247
3565,50,11,247
3566,49,14,247
3567,60,12,246
3568,44,13,246
3569,46,13,246
3570,33,14,246
3571,47,11,246
3572,41,13,246
3573,36,10,246
3574,45,11,246
3575,54,11,245
3576,37,16,245
3577,51,13,245
3578,41,12,245
3579,55,12,245
3580,48,8,245
3581,42,13,245
3582,47,10,245
3583,22,6,244
3584,44,11,244
3585,42,6,244
3586,30,8,244
3587,45,11,244
3588,46,9,244
3589,50,11,243
3590,48,10,243
3591,37,8,243
3592,47,14,243
3593,51,9,243
3594,47,13,243
3595,44,12,243
3596,48,12,243
3597,50,13,243
3598,22,13,243
3599,41,9,242
3600,53,13,242
3601,55,13,242
3602,54,17,242
3603,51,15,242
3604,42,10,241
3605,49,11,241
3606,42,5,241
3607,47,16,241
3608,43,9,241
3609,49,8,241
3610,42,7,241
3611,37,14,241
3612,55,13,240
3613,51,10,240
3614,46,8,240
3615,58,14,240
3616,31,7,240
3617,49,9,240
3618,48,12,239
3619,45,14,239
3620,14,7,238
3621,43,14,238
3622,18,15,237
3623,34,15,237
3624,42,10,237
3625,46,12,237
3626,43,6,237
3627,37,13,237
3628,49,14,237
3629,46,12,237
3630,51,12,237
3631,49,13,236
3632,56,5,236
3633,37,6,236
3634,52,8,236
3635,27,7,236
3636,12,11,236
3637,42,11,236
3638,32,15,235
3639,51,10,235
3640,44,12,235
3641,43,13,235
3642,46,7,235
3643,42,14,234
3644,55,16,234
3645,46,11,234
3646,47,6,234
3647,24,12,234
3648,29,12,233
3649,45,11,233
3650,33,12,233
3651,26,13,233
3652,48,8,233
3653,43,13,233
3654,48,14,233
3655,51,11,233
3656,46,10,233
3657,28,3,232
3658,48,11,232
3659,33,6,232
3660,24,11,232
3661,49,10,231
3662,52,11,231
3663,54,12,231
3664,53,8,231
3665,45,11,231
3666,32,14,230
3667,52,9,230
3668,33,13,230
3669,47,12,229
3670,24,10,229
3671,48,14,229
3672,27,7,229
3673,40,11,229
3674,50,13,229
3675,50,14,229
3676,42,5,228
3677,36,12,228
3678,36,12,228
3679,38,7,228
3680,44,10,228
3681,42,11,228
3682,31,13,227
3683,44,7,227
3684,35,15,227
3685,44,11,227
3686,22,13,227
3687,48,11,226
3688,56,10,226
3689,46,12,226
3690,42,13,226
3691,42,9,226
3692,52,14,226
3693,53,13,226
3694,39,10,226
3695,52,13,225
3696,37,12,225
3697,35,11,225
3698,50,11,225
3699,36,5,225
3700,43,11,225
3701,48,11,225
3702,50,7,225
3703,40,15,225
3704,36,4,225
3705,43,10,224
3706,35,12,224
3707,53,10,224
3708,52,16,223
3709,24,7,223
3710,47,7,223
3711,27,8,223
3712,40,13,223
3713,60,9,223
3714,53,15,222
3715,22,9,222
3716,27,8,222
3717,45,9,222
3718,51,13,222
3719,49,11,222
3720,30,13,222
3721,51,9,222
3722,53,5,222
3723,39,12,222
3724,48,7,222
3725,47,11,221
3726,50,11,221
3727,42,10,221
3728,27,11,220
3729,46,8,220
3730,47,8,220
3731,41,13,220
3732,57,11,220
3733,48,7,219
3734,35,13,219
3735,7,13,219
3736,40,11,219
3737,48,10,219
3738,42,16,219
3739,49,15,219
3740,46,12,218
3741,28,7,218
3742,52,12,218
3743,37,9,218
3744,56,16,218
3745,47,12,218
3746,45,12,218
3747,46,14,218
3748,51,11,217
3749,50,7,217
3750,49,10,217
3751,41,11,217
3752,23,10,216
3753,46,12,216
3754,41,11,216
3755,47,14,216
3756,18,11,216
3757,24,9,216
3758,54,15,216
3759,54,13,216
3760,43,11,216
3761,49,15,215
3762,48,16,215
3763,43,5,215
3764,43,6,215
3765,45,11,215
3766,47,12,214
3767,35,10,214
3768,52,13,214
3769,59,14,214
3770,46,11,214
3771,47,9,214
3772,50,12,214
3773,43,9,213
3774,54,10,213
3775,49,13,213
3776,53,4,213
3777,52,14,213
3778,34,13,213
3779,51,14,213
3780,45,13,213
3781,49,10,213
3782,51,8,213
3783,50,14,212
3784,50,12,212
3785,47,12,212
3786,50,3,212
3787,45,9,212
3788,54,8,212
3789,57,14,211
3790,48,13,211
3791,40,8,211
3792,48,10,211
3793,51,13,211
3794,42,10,211
3795,59,17,211
3796,36,9,211
3797,45,10,211
3798,48,15,211
3799,34,7,211
3800,49,10,210
3801,24,14,210
3802,48,13,210
3803,31,5,210
3804,46,16,210
3805,34,14,210
3806,49,8,209
3807,47,9,209
3808,56,13,209
3809,48,6,209
3810,54,10,209
3811,42,12,209
3812,42,9,209
3813,34,13,208
3814,50,6,208
3815,54,6,208
3816,47,11,208
3817,55,11,208
3818,43,11,208
3819,46,14,208
3820,55,8,208
3821,45,12,207
3822,22,14,207
3823,51,11,207
3824,50,11,207
3825,51,13,207
3826,37,9,207
3827,48,10,207
3828,44,11,207
3829,44,12,207
3830,15,8,206
3831,24,11,206
3832,46,11,206
3833,34,11,206
3834,49,17,206
3835,52,8,206
3836,51,12,206
3837,47,10,206
3838,34,7,206
3839,57,13,206
3840,51,11,206
3841,47,12,206
3842,52,11,205
3843,58,14,205
3844,47,8,205
3845,52,15,205
3846,50,7,205
3847,52,9,204
3848,50,8,204
3849,47,13,204
3850,39,14,204
3851,46,12,204
3852,37,13,204
3853,52,11,203
3854,54,9,203
3855,44,13,203
3856,11,9,203
3857,41,10,203
3858,53,14,203
3859,46,9,203
3860,51,14,203
3861,42,8,203
3862,31,10,202
3863,37,9,202
3864,49,13,202
3865,25,4,202
3866,50,12,202
3867,51,13,202
3868,52,10,201
3869,45,13,201
3870,9,4,201
3871,42,11,201
3872,49,14,201
3873,42,7,201
3874,44,8,201
3875,42,7,200
3876,32,7,200
3877,41,9,200
3878,44,8,200
3879,52,14,200
3880,46,10,200
3881,47,11,200
3882,37,9,200
3883,42,11,200
3884,50,13,200
3885,36,13,200
3886,32,9,199
3887,42,13,199
3888,42,11,199
3889,44,11,199
3890,47,7,199
3891,40,8,199
3892,42,13,199
3893,43,8,199
3894,46,9,198
3895,36,15,198
3896,54,12,198
3897,43,8,198
3898,27,3,197
3899,43,16,197
3900,48,10,197
3901,27,13,197
3902,38,10,197
3903,49,9,197
3904,32,11,197
3905,47,11,196
3906,46,8,196
3907,46,11,196
3908,28,13,196
3909,46,10,196
3910,44,13,196
3911,27,7,196
3912,42,8,195
3913,53,7,195
3914,51,16,195
3915,46,13,195
3916,47,10,195
3917,36,10,195
3918,38,11,195
3919,45,14,195
3920,57,13,194
3921,52,11,194
3922,45,14,194
3923,51,13,194
3924,47,8,194
3925,42,5,194
3926,45,13,194
3927,52,16,194
3928,43,10,193
3929,43,8,193
3930,59,12,193
3931,53,15,193
3932,36,12,192
3933,38,7,192
3934,54,8,192
3935,51,12,192
3936,51,10,192
3937,48,12,192
3938,47,10,192
3939,53,16,192
3940,49,15,192
3941,53,13,191
3942,48,16,191
3943,55,16,191
3944,50,11,191
3945,56,15,191
3946,62,12,191
3947,51,9,191
3948,49,10,191
3949,44,14,190
3950,37,11,190
3951,48,9,190
3952,41,8,190
3953,35,10,190
3954,45,7,190
3955,60,7,190
3956,54,10,190
3957,49,12,190
3958,40,13,190
3959,46,10,189
3960,49,8,189
3961,49,12,189
3962,47,13,189
3963,49,13,189
3964,39,6,189
3965,43,13,189
3966,51,13,189
3967,30,14,189
3968,45,11,189
3969,42,13,188
3970,45,10,188
3971,47,11,188
3972,40,9,188
3973,55,11,188
3974,46,5,188
3975,50,15,188
3976,50,8,188
3977,43,12,187
3978,47,13,187
3979,47,13,187
3980,46,10,187
3981,52,8,187
3982,30,11,186
3983,27,13,186
3984,45,13,185
3985,51,12,185
3986,38,8,185
3987,47,12,185
3988,53,14,185
3989,47,11,185
3990,47,11,185
3991,54,9,185
3992,50,12,185
3993,50,13,184
3994,45,10,184
3995,41,13,184
3996,51,12,184
3997,56,13,184
3998,51,8,184
3999,41,9,184
4000,62,14,184
4001,32,15,184
4002,49,12,183
4003,47,15,183
4004,49,9,183
4005,48,14,182
4006,45,10,182
4007,59,13,182
4008,45,12,182
4009,51,13,182
4010,35,13,182
4011,41,6,182
4012,48,11,181
4013,17,6,181
4014,27,5,181
4015,51,8,181
4016,44,5,181
4017,54,3,181
4018,51,6,181
4019,59,11,181
4020,51,12,181
4021,35,12,181
4022,45,12,181
4023,48,8,181
4024,50,11,181
4025,49,6,181
4026,43,9,180
4027,24,6,180
4028,40,9,180
4029,26,12,180
4030,49,12,180
4031,47,10,180
4032,48,12,180
4033,31,11,179
4034,47,10,179
4035,28,9,179
4036,48,11,179
4037,44,14,179
4038,53,13,179
4039,28,10,179
4040,30,9,179
4041,51,9,179
4042,52,14,178
4043,45,10,178
4044,59,13,178
4045,42,10,178
4046,53,15,178
4047,34,8,178
4048,48,9,178
4049,52,8,178
4050,17,13,178
4051,52,13,178
4052,37,10,178
4053,48,10,178
4054,20,11,178
4055,42,11,177
4056,43,10,177
4057,43,13,177
4058,44,12,177
4059,44,11,177
4060,45,9,177
4061,47,10,177
4062,48,13,177
4063,49,9,177
4064,46,13,177
4065,50,13,177
4066,45,13,177
4067,34,7,176
4068,43,10,176
4069,43,8,176
4070,46,12,176
4071,44,8,176
4072,51,14,176
4073,48,10,176
4074,54,10,176
4075,52,14,176
4076,38,13,175
4077,35,10,175
4078,43,8,175
4079,52,9,175
4080,30,12,175
4081,20,9,175
4082,40,6,175
4083,41,12,175
4084,49,13,175
4085,48,11,174
4086,31,10,174
4087,13,8,174
4088,54,14,174
4089,57,17,174
4090,35,5,174
4091,48,11,174
4092,51,13,174
4093,42,11,174
4094,32,10,174
4095,54,13,173
4096,25,11,173
4097,19,9,173
4098,46,11,173
4099,42,8,173
4100,50,13,173
4101,50,13,173
4102,44,11,173
4103,39,15,173
4104,52,14,173
4105,53,9,173
4106,31,10,172
4107,53,13,172
4108,40,11,172
4109,56,11,172
4110,52,14,172
4111,55,11,172
4112,48,7,172
4113,30,12,172
4114,47,11,172
4115,39,12,172
4116,47,11,172
4117,45,12,172
4118,33,14,172
4119,50,8,172
4120,46,11,171
4121,39,12,171
4122,52,12,171
4123,53,12,171
4124,48,11,171
4125,51,10,171
4126,54,10,171
4127,48,10,171
4128,51,17,171
4129,53,12,171
4130,29,11,170
4131,50,7,170
4132,27,12,170
4133,21,4,170
4134,35,13,170
4135,43,9,170
4136,51,7,169
4137,49,12,169
4138,56,5,169
4139,51,11,169
4140,46,9,169
4141,47,13,169
4142,18,6,169
4143,47,6,169
4144,44,10,168
4145,45,8,168
4146,53,16,168
4147,47,10,168
4148,18,13,168
4149,22,10,168
4150,43,4,168
4151,39,11,168
4152,48,10,168
4153,23,10,168
4154,48,12,168
4155,54,11,168
4156,49,10,168
4157,29,5,168
4158,47,12,168
4159,50,13,167
4160,46,12,167
4161,44,9,167
4162,42,11,167
4163,54,14,167
4164,49,7,167
4165,51,11,167
4166,33,10,167
4167,25,12,167
4168,48,15,167
4169,49,10,167
4170,46,14,167
4171,43,10,167
4172,42,14,167
4173,49,15,166
4174,53,14,166
4175,42,7,166
4176,30,15,166
4177,46,9,166
4178,18,12,166
4179,43,8,166
4180,46,12,166
4181,44,9,166
4182,44,8,166
4183,34,10,166
4184,54,13,166
4185,50,15,165
4186,56,10,165
4187,57,7,165
4188,48,13,165
4189,48,11,165
4190,27,10,165
4191,32,10,165
4192,45,14,165
4193,50,12,165
4194,40,12,165
4195,55,15,165
4196,51,13,165
4197,34,15,165
4198,55,10,164
4199,48,7,164
4200,47,11,164
4201,54,8,164
4202,50,11,164
4203,47,12,164
4204,42,6,164
4205,37,11,164
4206,53,12,164
4207,56,13,163
4208,40,8,163
4209,45,13,163
4210,48,10,163
4211,59,8,163
4212,62,11,163
4213,41,10,163
4214,31,8,163
4215,49,12,163
4216,47,10,163
4217,45,13,163
4218,45,7,163
4219,51,10,163
4220,16,3,163
4221,54,5,162
4222,40,6,162
4223,23,9,162
4224,51,13,162
4225,48,15,162
4226,48,11,162
4227,46,12,162
4228,57,14,162
4229,45,14,162
4230,26,8,161
4231,44,15,161
4232,52,13,161
4233,46,10,161
4234,44,12,161
4235,50,12,161
4236,54,15,161
4237,39,12,161
4238,44,12,161
4239,28,11,161
4240,50,11,161
4241,24,13,161
4242,27,13,160
4243,44,10,160
4244,34,4,160
4245,23,11,160
4246,52,13,160
4247,47,14,160
4248,15,11,160
4249,21,13,159
4250,38,8,159
4251,48,11,159
4252,45,12,159
4253,45,14,159
4254,45,12,159
4255,40,9,159
4256,46,9,159
4257,45,8,158
4258,54,11,158
4259,54,12,158
4260,21,9,158
4261,42,6,158
4262,51,14,158
4263,53,10,158
4264,28,4,157
4265,50,8,157
4266,49,12,157
4267,13,6,157
4268,42,8,157
4269,46,10,157
4270,49,13,157
4271,36,13,157
4272,50,10,157
4273,45,9,157
4274,53,11,157
4275,27,12,156
4276,44,10,156
4277,32,12,156
4278,46,11,156
4279,25,7,156
4280,52,8,156
4281,49,14,156
4282,56,15,156
4283,49,8,156
4284,25,10,156
4285,51,13,156
4286,8,8,156
4287,40,13,156
4288,52,12,156
4289,52,8,155
4290,47,9,155
4291,58,16,155
4292,45,13,155
4293,35,12,155
4294,49,11,155
4295,40,11,155
4296,41,12,155
4297,50,14,155
4298,41,9,155
4299,43,10,155
4300,48,11,154
4301,43,8,154
4302,47,14,154
4303,32,8,154
4304,47,13,154
4305,45,14,154
4306,53,12,154
4307,51,13,154
4308,37,14,154
4309,55,6,154
4310,45,13,154
4311,46,15,154
4312,44,12,153
4313,41,10,153
4314,45,9,153
4315,46,11,153
4316,50,12,153
4317,45,11,153
4318,41,13,153
4319,43,7,153
4320,48,7,153
4321,43,11,153
4322,51,10,153
4323,38,8,153
4324,24,7,153
4325,52,12,153
4326,37,11,152
4327,48,12,152
4328,50,12,152
4329,50,13,152
4330,50,13,152
4331,55,11,152
4332,49,13,152
4333,46,12,152
4334,49,14,151
4335,47,7,151
4336,54,11,151
4337,45,12,151
4338,45,10,151
4339,52,14,151
4340,39,14,150
4341,54,15,150
4342,32,10,150
4343,43,11,150
4344,51,16,150
4345,21,12,150
4346,44,10,150
4347,49,13,150
4348,48,4,150
4349,47,13,149
4350,33,9,149
4351,46,13,149
4352,25,10,149
4353,40,11,149
4354,48,5,149
4355,46,11,149
4356,33,7,149
4357,50,12,149
4358,52,9,149
4359,43,9,149
4360,39,12,149
4361,27,12,149
4362,53,11,148
4363,52,14,148
4364,49,11,148
4365,44,10,148
4366,28,7,148
4367,55,12,148
4368,47,11,148
4369,47,3,148
4370,50,11,148
4371,56,12,148
4372,42,14,148
4373,49,4,147
4374,48,8,147
4375,48,12,147
4376,31,11,147
4377,42,6,147
4378,54,10,147
4379,55,7,147
4380,51,12,147
4381,50,13,146
4382,46,13,146
4383,44,14,146
4384,36,12,146
4385,50,11,146
4386,28,15,146
4387,54,13,146
4388,56,8,146
4389,52,13,146
4390,40,13,146
4391,43,7,146
4392,55,14,146
4393,20,10,146
4394,48,9,146
4395,56,12,146
4396,26,11,146
4397,48,14,146
4398,42,11,145
4399,59,15,145
4400,43,12,145
4401,50,12,145
4402,36,12,145
4403,41,12,145
4404,48,11,145
4405,34,11,145
4406,53,7,145
4407,47,14,145
4408,50,11,145
4409,36,6,145
4410,38,12,144
4411,46,10,144
4412,54,15,144
4413,51,14,144
4414,50,11,144
4415,16,10,143
4416,27,10,143
4417,43,11,143
4418,52,15,143
4419,26,9,143
4420,40,11,143
4421,46,10,143
4422,48,11,143
4423,42,11,143
4424,46,8,143
4425,59,11,143
4426,53,15,143
4427,42,2,143
4428,29,11,142
4429,53,15,142
4430,52,13,142
4431,55,11,142
4432,46,13,142
4433,39,11,142
4434,53,5,141
4435,58,16,141
4436,52,11,141
4437,46,7,141
4438,49,10,141
4439,50,7,141
4440,43,11,141
4441,55,14,141
4442,47,8,141
4443,30,5,141
4444,35,8,141
4445,39,13,141
4446,49,12,141
4447,45,9,141
4448,56,12,140
4449,52,10,140
4450,37,8,140
4451,43,10,140
4452,51,14,140
4453,49,6,140
4454,37,10,140
4455,26,4,140
4456,55,13,140
4457,46,12,140
4458,27,14,140
4459,55,12,140
4460,21,13,140
4461,51,15,140
4462,44,12,140
4463,47,11,140
4464,44,12,139
4465,49,12,139
4466,49,3,139
4467,51,10,139
4468,43,8,139
4469,48,6,139
4470,58,12,139
4471,47,14,139
4472,51,15,139
4473,52,13,139
4474,45,12,139
4475,45,11,138
4476,39,12,138
4477,46,12,138
4478,30,9,138
4479,42,9,138
4480,46,12,138
4481,54,11,138
4482,46,13,138
4483,44,13,138
4484,47,10,137
4485,50,12,137
4486,42,8,137
4487,38,5,137
4488,31,5,137
4489,41,12,137
4490,41,11,137
4491,54,10,137
4492,29,10,137
4493,43,12,137
4494,49,8,137
4495,52,13,137
4496,35,13,137
4497,48,15,137
4498,45,12,136
4499,43,11,136
4500,17,9,136
4501,44,11,136
4502,56,8,136
4503,51,8,136
4504,43,8,136
4505,36,7,136
4506,50,8,136
4507,43,10,136
4508,42,7,136
4509,56,13,136
4510,30,11,136
4511,20,11,136
4512,47,9,136
4513,56,16,136
4514,47,12,135
4515,55,15,135
4516,40,9,135
4517,55,9,135
4518,51,12,135
4519,52,15,135
4520,13,3,135
4521,44,9,134
4522,54,12,134
4523,44,12,134
4524,49,9,134
