petition_id,abstract_length,label_length,numberOfSignatures
7629,48,11,34
7630,46,11,34
7631,53,12,34
7632,49,11,34
7633,48,14,34
7634,54,13,34
7635,46,14,34
7636,41,11,34
7637,48,13,34
7638,46,5,34
7639,51,14,34
7640,51,6,34
7641,42,9,34
7642,46,12,34
7643,47,14,34
7644,27,14,34
7645,28,7,34
7646,37,12,34
7647,42,9,34
7648,47,14,34
7649,53,13,34
7650,47,9,34
7651,47,12,34
7652,42,14,34
7653,33,5,34
7654,25,6,34
7655,43,12,34
7656,50,9,34
7657,43,14,34
7658,44,11,34
7659,36,14,34
7660,44,6,34
7661,48,14,34
7662,40,10,34
7663,45,11,34
7664,41,12,34
7665,16,11,34
7666,47,13,34
7667,49,14,34
7668,34,11,34
7669,39,8,34
7670,46,14,34
7671,38,9,34
7672,48,12,34
7673,48,14,34
7674,55,13,34
7675,49,8,34
7676,36,3,34
7677,43,11,34
7678,53,12,34
7679,44,10,34
7680,51,12,34
7681,47,12,34
7682,41,8,34
7683,45,14,34
7684,49,10,34
7685,54,8,34
7686,43,9,34
7687,40,13,34
7688,33,11,34
7689,55,10,34
7690,47,8,34
7691,64,12,34
7692,28,11,34
7693,50,11,33
7694,30,13,33
7695,45,12,33
7696,47,8,33
7697,41,13,33
7698,49,17,33
7699,51,10,33
7700,50,8,33
7701,27,8,33
7702,43,8,33
7703,36,12,33
7704,46,11,33
7705,47,10,33
7706,50,14,33
7707,46,10,33
7708,47,11,33
7709,56,13,33
7710,44,12,33
7711,55,4,33
7712,48,13,33
7713,56,17,33
7714,41,10,33
7715,33,13,33
7716,22,3,33
7717,36,13,33
7718,51,5,33
7719,20,13,33
7720,27,11,33
7721,48,11,33
7722,43,14,33
7723,48,12,33
7724,52,11,33
7725,57,12,33
7726,43,8,33
7727,34,4,33
7728,51,12,33
7729,30,11,33
7730,44,13,33
7731,46,14,33
7732,33,15,33
7733,32,10,33
7734,48,11,33
7735,39,8,33
7736,55,14,33
7737,51,11,33
7738,34,9,33
7739,16,8,33
7740,51,12,33
7741,44,13,33
7742,50,14,33
7743,43,14,33
7744,38,13,33
7745,50,11,33
7746,48,14,33
7747,26,8,33
7748,35,12,33
7749,51,12,33
7750,47,12,33
7751,49,8,33
7752,49,16,33
7753,50,14,33
7754,44,6,33
7755,51,11,33
7756,45,11,33
7757,52,12,33
7758,19,11,33
7759,44,5,33
7760,49,13,33
7761,53,10,33
7762,61,13,33
7763,36,13,33
7764,48,13,33
7765,26,13,33
7766,40,12,33
7767,54,12,33
7768,51,16,33
7769,54,15,33
7770,46,12,33
7771,51,14,33
7772,34,10,33
7773,50,5,33
7774,32,14,33
7775,8,10,33
7776,42,8,33
7777,46,11,33
7778,48,12,33
7779,48,13,33
7780,51,12,33
7781,27,10,33
7782,52,11,33
7783,39,12,33
7784,49,11,33
7785,46,14,33
7786,49,14,33
7787,54,13,33
7788,53,10,33
7789,52,9,33
7790,52,17,33
7791,53,15,33
7792,45,12,33
7793,47,11,33
7794,48,14,33
7795,30,14,33
7796,44,11,33
7797,55,14,33
7798,39,11,33
7799,51,14,32
7800,50,11,32
7801,48,14,32
7802,57,9,32
7803,44,13,32
7804,51,11,32
7805,47,12,32
7806,52,13,32
7807,44,10,32
7808,50,13,32
7809,50,12,32
7810,54,13,32
7811,55,10,32
7812,48,13,32
7813,26,14,32
7814,60,9,32
7815,39,12,32
7816,41,11,32
7817,42,11,32
7818,39,9,32
7819,45,14,32
7820,45,13,32
7821,49,7,32
7822,52,9,32
7823,47,11,32
7824,33,7,32
7825,53,14,32
7826,28,9,32
7827,42,13,32
7828,45,14,32
7829,47,13,32
7830,51,13,32
7831,32,6,32
7832,54,13,32
7833,39,12,32
7834,51,11,32
7835,52,11,32
7836,47,6,32
7837,46,10,32
7838,46,13,32
7839,40,10,32
7840,43,13,32
7841,58,15,32
7842,52,12,32
7843,51,13,32
7844,21,2,32
7845,35,12,32
7846,47,13,32
7847,56,11,32
7848,46,6,32
7849,49,14,32
7850,29,14,32
7851,42,9,32
7852,52,13,32
7853,47,11,32
7854,16,8,32
7855,50,15,32
7856,55,14,32
7857,54,10,32
7858,50,15,32
7859,63,8,32
7860,21,15,32
7861,48,12,32
7862,46,6,32
7863,56,12,32
7864,51,10,32
7865,50,7,32
7866,48,14,32
7867,38,8,32
7868,28,12,32
7869,40,13,32
7870,52,9,32
7871,49,13,32
7872,31,11,32
7873,48,12,32
7874,55,13,32
7875,44,8,32
7876,45,6,32
7877,46,14,32
7878,56,14,32
7879,47,11,32
7880,41,12,32
7881,31,9,32
7882,39,7,32
7883,55,8,32
7884,41,10,32
7885,46,8,32
7886,34,11,32
7887,38,12,32
7888,51,13,32
7889,48,11,32
7890,58,11,32
7891,46,11,32
7892,41,7,32
7893,49,13,32
7894,35,12,32
7895,52,17,32
7896,24,6,32
7897,51,14,32
7898,54,4,32
7899,38,9,31
7900,55,15,31
7901,45,11,31
7902,38,11,31
7903,47,12,31
7904,46,13,31
7905,43,15,31
7906,57,13,31
7907,57,14,31
7908,48,18,31
7909,49,9,31
7910,47,11,31
7911,55,12,31
7912,17,11,31
7913,43,13,31
7914,48,12,31
7915,41,11,31
7916,55,13,31
7917,42,10,31
7918,41,10,31
7919,48,14,31
7920,18,10,31
7921,12,7,31
7922,46,12,31
7923,46,10,31
7924,23,9,31
7925,39,12,31
7926,43,9,31
7927,50,12,31
7928,62,15,31
7929,43,6,31
7930,29,13,31
7931,51,8,31
7932,51,11,31
7933,48,9,31
7934,54,15,31
7935,53,5,31
7936,41,7,31
7937,31,6,31
7938,31,12,31
7939,50,14,31
7940,44,11,31
7941,52,10,31
7942,64,13,31
7943,51,11,31
7944,28,13,31
7945,48,12,31
7946,46,13,31
7947,53,6,31
7948,49,15,31
7949,55,16,31
7950,45,7,31
7951,53,12,31
7952,42,13,31
7953,53,15,31
7954,54,15,31
7955,50,10,31
7956,54,12,31
7957,55,9,31
7958,48,10,31
7959,32,13,31
7960,32,11,31
7961,41,7,31
7962,45,10,31
7963,51,13,31
7964,52,10,31
7965,28,12,31
7966,40,12,31
7967,16,9,31
7968,49,9,31
7969,51,11,31
7970,35,12,31
7971,49,9,31
7972,52,10,31
7973,45,9,31
7974,58,10,31
7975,54,8,31
7976,47,13,31
7977,48,9,31
7978,37,11,31
7979,49,7,31
7980,26,10,31
7981,28,13,31
7982,43,12,31
7983,50,14,31
7984,27,8,31
7985,41,8,31
7986,17,12,31
7987,35,13,31
7988,53,13,31
7989,44,5,31
7990,39,9,31
7991,48,11,31
7992,48,9,31
7993,51,10,31
7994,48,11,30
7995,46,13,30
7996,31,13,30
7997,42,12,30
7998,43,5,30
7999,47,11,30
8000,57,12,30
8001,22,5,30
8002,46,10,30
8003,36,11,30
8004,41,7,30
8005,54,10,30
8006,24,14,30
8007,26,6,30
8008,56,12,30
8009,36,13,30
8010,44,10,30
8011,42,8,30
8012,36,8,30
8013,50,10,30
8014,48,8,30
8015,50,12,30
8016,50,12,30
8017,50,13,30
8018,47,14,30
8019,48,14,30
8020,51,11,30
8021,46,6,30
8022,49,12,30
8023,41,3,30
8024,49,14,30
8025,53,13,30
8026,35,10,30
8027,43,7,30
8028,47,16,30
8029,47,12,30
8030,51,9,30
8031,47,13,30
8032,47,11,30
8033,53,6,30
8034,50,13,30
8035,61,14,30
8036,47,11,30
8037,44,8,30
8038,46,9,30
8039,5,7,30
8040,48,13,30
8041,49,15,30
8042,32,10,30
8043,51,11,30
8044,46,10,30
8045,14,6,30
8046,24,6,30
8047,28,13,30
8048,48,11,30
8049,29,10,30
8050,49,8,30
8051,58,6,30
8052,51,7,30
8053,49,11,30
8054,14,5,30
8055,37,11,30
8056,44,4,30
8057,29,12,30
8058,13,12,30
8059,45,11,30
8060,53,11,30
8061,27,11,30
8062,51,9,30
8063,42,8,30
8064,42,12,30
8065,48,11,30
8066,47,12,30
8067,37,9,30
8068,49,14,30
8069,39,14,30
8070,48,5,30
8071,45,8,30
8072,37,14,30
8073,52,9,30
8074,40,11,30
8075,46,10,30
8076,35,4,30
8077,52,16,30
8078,39,11,30
8079,50,10,30
8080,52,13,30
8081,52,12,30
8082,46,7,30
8083,53,12,30
8084,54,6,30
8085,22,7,30
8086,47,14,30
8087,53,8,30
8088,38,12,30
8089,47,3,30
8090,39,13,30
8091,54,12,30
8092,8,12,30
8093,47,10,30
8094,52,10,30
8095,19,4,29
8096,51,11,29
8097,44,10,29
8098,49,12,29
8099,51,10,29
8100,50,8,29
8101,49,12,29
8102,46,10,29
8103,26,15,29
8104,55,10,29
8105,51,11,29
8106,47,10,29
8107,46,13,29
8108,47,9,29
8109,51,7,29
8110,33,13,29
8111,48,12,29
8112,49,16,29
8113,49,8,29
8114,42,6,29
8115,48,13,29
8116,54,12,29
8117,55,8,29
8118,51,14,29
8119,15,9,29
8120,51,14,29
8121,53,13,29
8122,53,14,29
8123,51,10,29
8124,47,13,29
8125,50,11,29
8126,45,12,29
8127,51,13,29
8128,45,6,29
8129,57,11,29
8130,54,14,29
8131,35,12,29
8132,47,13,29
8133,28,7,29
8134,48,16,29
8135,24,7,29
8136,46,5,29
8137,32,10,29
8138,44,5,29
8139,48,6,29
8140,31,10,29
8141,48,12,29
8142,45,7,29
8143,22,14,29
8144,44,4,29
8145,36,12,29
8146,49,11,29
8147,44,13,29
8148,39,15,29
8149,39,11,29
8150,52,11,29
8151,43,6,29
8152,26,11,29
8153,34,6,29
8154,50,12,29
8155,41,10,29
8156,52,7,29
8157,48,12,29
8158,43,13,29
8159,50,8,29
8160,48,13,29
8161,53,8,29
8162,53,7,29
8163,30,12,29
8164,51,11,29
8165,48,12,29
8166,53,11,29
8167,58,13,29
8168,43,10,29
8169,52,12,29
8170,46,10,29
8171,18,12,29
8172,41,11,29
8173,37,15,29
8174,51,13,29
8175,47,10,29
8176,16,6,29
8177,45,12,29
8178,45,11,29
8179,57,11,29
8180,41,13,29
8181,37,8,29
8182,34,11,29
8183,49,9,29
8184,29,10,29
8185,53,14,29
8186,46,10,29
8187,46,18,29
8188,54,11,29
8189,47,11,29
8190,56,12,29
8191,46,11,29
8192,41,9,29
8193,44,13,29
8194,57,13,29
8195,45,13,29
8196,47,8,29
8197,42,6,29
8198,45,5,29
8199,56,5,29
8200,53,13,29
8201,39,9,29
8202,35,10,29
8203,59,10,29
8204,51,9,29
8205,40,12,29
8206,24,13,29
8207,26,12,29
8208,57,11,29
8209,38,10,29
8210,61,14,29
8211,43,10,28
8212,51,9,28
8213,56,16,28
8214,48,10,28
8215,33,13,28
8216,42,9,28
8217,42,11,28
8218,53,13,28
8219,43,12,28
8220,54,6,28
8221,44,11,28
8222,41,10,28
8223,46,9,28
8224,38,12,28
8225,35,9,28
8226,37,15,28
8227,48,7,28
8228,49,8,28
8229,35,10,28
8230,43,12,28
8231,48,14,28
8232,33,10,28
8233,37,8,28
8234,31,6,28
8235,47,8,28
8236,27,15,28
8237,42,11,28
8238,45,12,28
8239,39,11,28
8240,41,12,28
8241,28,8,28
8242,54,9,28
8243,41,12,28
8244,44,13,28
8245,31,9,28
8246,48,9,28
8247,33,13,28
8248,44,14,28
8249,46,9,28
8250,29,8,28
8251,42,10,28
8252,55,6,28
8253,6,7,28
8254,54,16,28
8255,49,12,28
8256,47,14,28
8257,55,12,28
8258,37,11,28
8259,29,9,28
8260,44,10,28
8261,33,10,28
8262,45,11,28
8263,22,9,28
8264,44,13,28
8265,47,13,28
8266,47,13,28
8267,51,11,28
8268,34,6,28
8269,50,10,28
8270,38,12,28
8271,46,11,28
8272,49,13,28
8273,46,12,28
8274,34,10,28
8275,49,11,28
8276,24,12,28
8277,32,13,28
8278,47,8,28
8279,44,8,28
8280,52,14,28
8281,19,12,28
8282,53,12,28
8283,32,13,28
8284,38,10,28
8285,34,13,28
8286,50,10,28
8287,47,11,28
8288,47,14,28
8289,50,13,28
8290,49,8,28
8291,43,11,28
8292,13,3,28
8293,31,9,28
8294,43,8,28
8295,49,7,28
8296,53,16,28
8297,47,13,28
8298,48,14,28
8299,15,4,28
8300,50,14,28
8301,54,12,28
8302,54,14,28
8303,13,6,28
8304,41,11,28
8305,17,12,28
8306,48,14,28
8307,48,12,28
8308,57,13,28
8309,53,11,28
8310,53,6,28
8311,50,8,28
8312,51,14,28
8313,51,14,28
8314,54,16,28
8315,49,7,28
8316,46,11,28
8317,51,14,28
8318,56,10,28
8319,49,6,28
8320,40,11,28
8321,50,14,28
8322,52,15,27
8323,49,13,27
8324,51,13,27
8325,31,11,27
8326,58,17,27
8327,54,14,27
8328,54,12,27
8329,48,11,27
8330,41,14,27
8331,44,11,27
8332,37,10,27
8333,47,13,27
8334,23,14,27
8335,50,5,27
8336,50,12,27
8337,42,12,27
8338,45,11,27
8339,41,8,27
8340,49,5,27
8341,38,7,27
8342,48,6,27
8343,48,11,27
8344,51,6,27
8345,39,9,27
8346,57,11,27
8347,51,12,27
8348,45,12,27
8349,48,16,27
8350,51,13,27
8351,44,13,27
8352,53,6,27
8353,48,12,27
8354,57,11,27
8355,48,14,27
8356,54,15,27
8357,50,11,27
8358,46,14,27
8359,40,7,27
8360,53,11,27
8361,44,14,27
8362,45,12,27
8363,55,13,27
8364,55,14,27
8365,22,11,27
8366,46,11,27
8367,41,14,27
8368,50,10,27
8369,45,6,27
8370,40,6,27
8371,40,12,27
8372,44,12,27
8373,46,4,27
8374,56,12,27
8375,34,12,27
8376,23,12,27
8377,55,12,27
8378,56,11,27
8379,45,11,27
8380,48,13,27
8381,9,10,27
8382,19,9,27
8383,43,10,27
8384,39,11,27
8385,45,8,27
8386,18,5,27
8387,52,10,27
8388,47,12,27
8389,44,9,27
8390,51,13,27
8391,31,14,27
8392,54,14,27
8393,53,15,27
8394,20,12,27
8395,47,15,27
8396,53,10,27
8397,24,8,27
8398,49,10,27
8399,37,7,27
8400,36,7,27
8401,31,14,27
8402,45,10,27
8403,28,12,27
8404,58,11,27
8405,28,10,27
8406,47,10,27
8407,50,8,27
8408,51,15,27
8409,43,11,27
8410,49,8,27
8411,51,14,27
8412,41,4,27
8413,30,9,27
8414,45,8,27
8415,50,6,27
8416,43,7,27
8417,42,2,27
8418,36,15,27
8419,41,12,27
8420,42,11,27
8421,44,11,27
8422,49,12,27
8423,49,11,27
8424,33,13,27
8425,52,15,27
8426,47,11,27
8427,43,11,27
8428,46,6,27
8429,40,12,27
8430,50,13,27
8431,51,14,27
8432,54,13,27
8433,58,12,27
8434,58,12,27
8435,50,14,27
8436,51,14,27
8437,57,14,27
8438,49,10,27
8439,32,12,27
8440,52,9,27
8441,51,11,27
8442,51,9,27
8443,45,10,27
8444,45,8,27
8445,49,11,27
8446,50,10,27
8447,52,13,27
8448,54,12,27
8449,42,13,27
8450,46,11,26
8451,48,10,26
8452,38,8,26
8453,40,14,26
8454,44,7,26
8455,43,9,26
8456,47,12,26
8457,52,12,26
8458,43,10,26
8459,49,14,26
8460,55,13,26
8461,46,9,26
8462,55,13,26
8463,47,13,26
8464,47,9,26
8465,53,10,26
8466,45,14,26
8467,41,13,26
8468,52,8,26
8469,50,13,26
8470,50,13,26
8471,37,11,26
8472,45,12,26
8473,41,11,26
8474,39,11,26
8475,37,10,26
8476,55,14,26
8477,44,12,26
8478,55,14,26
8479,35,6,26
8480,52,13,26
8481,33,9,26
8482,45,13,26
8483,30,7,26
8484,43,12,26
8485,48,12,26
8486,51,15,26
8487,18,16,26
8488,23,15,26
8489,47,8,26
8490,32,15,26
8491,28,12,26
8492,57,12,26
8493,43,11,26
8494,54,15,26
8495,15,11,26
8496,52,6,26
8497,48,15,26
8498,42,14,26
8499,27,14,26
8500,57,14,26
8501,38,10,26
8502,41,7,26
8503,50,9,26
8504,41,11,26
8505,50,13,26
8506,49,12,26
8507,41,10,26
8508,51,11,26
8509,37,11,26
8510,37,10,26
8511,41,4,26
8512,47,11,26
8513,46,3,26
8514,48,12,26
8515,43,11,26
8516,50,12,26
8517,56,9,26
8518,50,12,26
8519,56,16,26
8520,19,8,26
8521,52,15,26
8522,46,9,26
8523,48,11,26
8524,41,7,26
8525,54,11,26
8526,45,13,26
8527,43,11,26
8528,25,13,26
8529,49,13,26
8530,35,13,26
8531,48,11,26
8532,37,10,26
8533,28,6,26
8534,63,11,26
8535,46,9,26
8536,38,13,26
8537,57,9,26
8538,51,6,26
8539,44,9,26
8540,47,12,26
8541,26,11,26
8542,50,11,26
8543,52,11,26
8544,39,9,26
8545,51,8,26
8546,49,12,26
8547,57,9,26
8548,42,12,26
8549,24,14,26
8550,59,15,26
8551,49,11,26
8552,48,10,26
8553,44,10,26
8554,47,14,26
8555,44,12,26
8556,51,5,26
8557,47,12,26
8558,57,15,26
8559,45,12,26
8560,46,16,26
8561,53,12,26
8562,41,4,26
8563,50,10,26
8564,52,15,26
8565,35,11,26
8566,32,10,26
8567,50,13,26
8568,53,10,26
8569,44,10,26
8570,53,12,26
8571,47,11,26
8572,36,11,26
8573,51,11,26
8574,49,5,26
8575,19,13,26
8576,54,13,26
8577,41,11,26
8578,45,12,26
8579,41,11,26
8580,46,16,26
8581,41,12,26
8582,45,11,26
8583,51,13,26
8584,47,7,26
8585,54,9,26
8586,47,13,26
8587,49,13,26
8588,34,14,26
8589,35,3,26
8590,25,16,26
8591,55,11,26
8592,43,7,26
8593,52,16,26
8594,54,11,26
8595,47,14,25
8596,47,5,25
8597,39,10,25
8598,41,10,25
8599,49,13,25
8600,54,12,25
8601,47,12,25
8602,52,12,25
8603,34,7,25
8604,57,9,25
8605,48,15,25
8606,48,10,25
8607,50,15,25
8608,34,11,25
8609,50,7,25
8610,51,13,25
8611,54,13,25
8612,33,10,25
8613,48,16,25
8614,51,10,25
8615,51,13,25
8616,51,8,25
8617,38,10,25
8618,50,13,25
8619,43,4,25
8620,49,7,25
8621,46,11,25
8622,22,9,25
8623,42,13,25
8624,16,9,25
8625,39,8,25
8626,57,11,25
8627,47,14,25
8628,58,14,25
8629,29,13,25
8630,14,6,25
8631,49,12,25
8632,42,10,25
8633,50,13,25
8634,33,15,25
8635,32,5,25
8636,59,11,25
8637,40,13,25
8638,47,11,25
8639,50,11,25
8640,54,15,25
8641,31,12,25
8642,50,14,25
8643,63,12,25
8644,46,9,25
8645,35,10,25
8646,35,12,25
8647,33,15,25
8648,48,11,25
8649,46,15,25
8650,47,13,25
8651,18,12,25
8652,42,11,25
8653,17,8,25
8654,29,6,25
8655,49,10,25
8656,38,13,25
8657,43,10,25
8658,50,16,25
8659,53,10,25
8660,48,5,25
8661,49,12,25
8662,37,10,25
8663,47,8,25
8664,35,9,25
8665,38,9,25
8666,40,2,25
8667,51,11,25
8668,35,10,25
8669,37,13,25
8670,42,12,25
8671,38,7,25
8672,55,12,25
8673,27,6,25
8674,46,13,25
8675,23,10,25
8676,11,16,25
8677,50,12,25
8678,43,13,25
8679,45,10,25
8680,56,9,25
8681,54,13,25
8682,34,15,25
8683,26,5,25
8684,49,5,25
8685,35,7,25
8686,30,13,25
8687,41,11,25
8688,39,6,25
8689,52,12,25
8690,47,8,25
8691,49,11,25
8692,55,8,25
8693,42,10,25
8694,53,12,25
8695,51,6,25
8696,50,12,25
8697,49,13,25
8698,50,11,25
8699,33,8,25
8700,46,11,25
8701,40,7,24
8702,36,5,24
8703,40,12,24
8704,31,11,24
8705,49,12,24
8706,8,9,24
8707,48,12,24
8708,24,13,24
8709,31,9,24
8710,21,9,24
8711,42,15,24
8712,48,13,24
8713,39,14,24
8714,49,11,24
8715,49,14,24
8716,45,7,24
8717,37,10,24
8718,38,12,24
8719,45,13,24
8720,45,11,24
8721,44,7,24
8722,29,13,24
8723,42,12,24
8724,48,11,24
8725,40,14,24
8726,28,15,24
8727,43,13,24
8728,49,14,24
8729,47,9,24
8730,47,13,24
8731,48,13,24
8732,47,10,24
8733,17,11,24
8734,26,11,24
8735,47,5,24
8736,53,15,24
8737,48,8,24
8738,38,9,24
8739,50,11,24
8740,32,7,24
8741,51,6,24
8742,35,11,24
8743,50,14,24
8744,32,12,24
8745,49,10,24
8746,46,10,24
8747,51,12,24
8748,32,16,24
8749,42,12,24
8750,46,10,24
8751,37,13,24
8752,53,12,24
8753,41,8,24
8754,20,8,24
8755,44,8,24
8756,44,10,24
8757,27,13,24
8758,46,13,24
8759,38,11,24
8760,56,13,24
8761,42,9,24
8762,57,13,24
8763,42,7,24
8764,35,16,24
8765,42,10,24
8766,49,10,24
8767,53,10,24
8768,30,9,24
8769,54,13,24
8770,49,11,24
8771,44,3,24
8772,37,13,24
8773,48,5,24
8774,43,12,24
8775,52,12,24
8776,49,11,24
8777,41,14,24
8778,47,13,24
8779,37,11,24
8780,51,10,24
8781,31,13,24
8782,40,11,24
8783,40,12,24
8784,47,11,24
8785,61,15,24
8786,42,14,24
8787,28,12,24
8788,11,8,24
8789,55,13,24
8790,49,9,24
8791,29,10,24
8792,16,13,24
8793,52,7,24
8794,43,11,24
8795,53,11,24
8796,36,11,24
8797,41,13,24
8798,43,14,24
8799,46,11,24
8800,32,13,24
8801,41,12,24
8802,49,10,24
8803,53,9,24
8804,43,6,24
8805,51,10,24
8806,46,12,24
8807,29,8,24
8808,53,15,24
8809,30,11,24
8810,47,9,24
8811,40,14,24
8812,49,13,24
8813,45,12,24
8814,33,17,23
8815,48,13,23
8816,16,7,23
8817,39,11,23
8818,34,7,23
8819,46,10,23
8820,39,11,23
8821,45,9,23
8822,14,14,23
8823,41,5,23
8824,53,17,23
8825,28,6,23
8826,20,6,23
8827,54,11,23
8828,30,10,23
8829,37,8,23
8830,44,14,23
8831,53,16,23
8832,50,12,23
8833,48,12,23
8834,53,13,23
8835,14,12,23
8836,45,12,23
8837,31,9,23
8838,44,8,23
8839,50,14,23
8840,45,9,23
8841,39,14,23
8842,25,11,23
8843,49,13,23
8844,55,11,23
8845,50,8,23
8846,54,11,23
8847,55,13,23
8848,49,9,23
8849,43,12,23
8850,22,11,23
8851,36,8,23
8852,29,13,23
8853,36,10,23
8854,44,14,23
8855,43,8,23
8856,27,12,23
8857,17,7,23
8858,52,16,23
8859,55,11,23
8860,48,9,23
8861,41,10,23
8862,43,13,23
8863,49,13,23
8864,50,8,23
8865,31,11,23
8866,53,7,23
8867,20,6,23
8868,43,11,23
8869,55,12,23
8870,25,14,23
8871,41,12,23
8872,28,10,23
8873,45,10,23
8874,48,12,23
8875,57,8,23
8876,48,14,23
8877,51,14,23
8878,44,8,23
8879,53,11,23
8880,52,11,23
8881,38,14,23
8882,25,14,23
8883,29,13,23
8884,48,15,23
8885,36,12,23
8886,37,12,23
8887,48,10,23
8888,55,11,23
8889,36,5,23
8890,50,12,23
8891,46,4,23
8892,52,6,23
8893,43,8,23
8894,45,7,23
8895,37,15,23
8896,50,11,23
8897,40,12,23
8898,55,14,23
8899,16,9,23
8900,37,13,23
8901,49,17,23
8902,49,10,23
8903,51,12,23
8904,47,15,23
8905,17,7,23
8906,53,11,23
8907,61,11,23
8908,52,8,23
8909,43,10,23
8910,49,8,23
8911,49,7,23
8912,51,8,23
8913,59,13,23
8914,37,8,23
8915,36,11,23
8916,43,12,23
8917,11,10,23
8918,43,14,23
8919,26,15,23
8920,44,13,23
8921,52,11,23
8922,44,14,23
8923,50,11,23
8924,45,10,23
8925,47,9,23
8926,47,11,23
8927,50,12,23
8928,54,9,23
8929,49,12,23
8930,21,13,23
8931,43,12,22
8932,59,11,22
8933,20,10,22
8934,49,15,22
8935,49,10,22
8936,44,7,22
8937,47,9,22
8938,36,7,22
8939,35,11,22
8940,51,11,22
8941,58,17,22
8942,51,13,22
8943,46,11,22
8944,54,9,22
8945,50,12,22
8946,48,13,22
8947,49,12,22
8948,42,12,22
8949,49,5,22
8950,50,13,22
8951,45,8,22
8952,49,9,22
8953,47,10,22
8954,47,14,22
8955,44,13,22
8956,48,12,22
8957,42,12,22
8958,47,12,22
8959,51,11,22
8960,43,11,22
8961,20,11,22
8962,49,14,22
8963,51,12,22
8964,50,9,22
8965,44,15,22
8966,44,8,22
8967,48,13,22
8968,44,12,22
8969,45,16,22
8970,51,11,22
8971,32,12,22
8972,40,6,22
8973,51,13,22
8974,32,12,22
8975,39,7,22
8976,45,12,22
8977,54,12,22
8978,46,11,22
8979,46,5,22
8980,48,9,22
8981,19,11,22
8982,51,10,22
8983,47,10,22
8984,34,12,22
8985,28,12,22
8986,45,10,22
8987,43,15,22
8988,33,12,22
8989,48,9,22
8990,45,5,22
8991,56,14,22
8992,20,12,22
8993,47,12,22
8994,45,12,22
8995,47,10,22
8996,33,7,22
8997,57,8,22
8998,42,16,22
8999,29,13,22
9000,53,10,22
9001,50,14,22
9002,56,11,22
9003,55,11,22
9004,55,14,22
9005,44,8,22
9006,51,7,22
9007,37,9,22
9008,14,12,22
9009,56,12,22
9010,49,14,22
9011,39,8,22
9012,44,12,22
9013,43,11,22
9014,20,10,22
9015,50,15,22
9016,47,12,22
9017,54,10,22
9018,45,12,22
9019,30,6,22
9020,55,14,22
9021,26,4,22
9022,49,11,22
9023,19,5,22
9024,45,12,22
9025,21,10,22
9026,50,10,22
9027,43,12,22
9028,51,8,22
9029,48,11,22
9030,47,11,22
9031,52,15,22
9032,33,11,22
9033,52,8,22
9034,24,12,22
9035,33,13,22
9036,46,16,22
9037,26,15,22
9038,44,14,22
9039,47,9,22
9040,56,4,22
9041,51,13,22
9042,53,16,22
9043,49,9,22
9044,62,12,22
9045,48,7,22
9046,49,13,22
9047,45,10,22
9048,25,12,22
9049,52,12,22
9050,44,12,22
9051,38,17,22
9052,34,10,22
9053,56,11,22
9054,52,14,22
9055,51,12,22
9056,45,13,22
9057,42,12,22
9058,52,9,22
9059,58,16,22
9060,51,12,22
9061,47,11,22
9062,39,14,22
9063,57,12,22
9064,48,12,22
9065,37,12,22
9066,51,15,22
9067,49,9,22
9068,43,10,22
9069,55,10,21
9070,47,9,21
9071,46,9,21
9072,45,13,21
9073,47,13,21
9074,37,15,21
9075,49,4,21
9076,47,11,21
9077,30,13,21
9078,54,13,21
9079,31,5,21
9080,53,13,21
9081,50,12,21
9082,52,10,21
9083,47,10,21
9084,37,10,21
9085,38,16,21
9086,40,10,21
9087,46,8,21
9088,51,13,21
9089,44,9,21
9090,41,11,21
9091,34,12,21
9092,37,10,21
9093,57,12,21
9094,54,14,21
9095,50,9,21
9096,49,13,21
9097,51,14,21
9098,26,6,21
9099,38,11,21
9100,41,14,21
9101,49,12,21
9102,53,14,21
9103,50,10,21
9104,50,10,21
9105,46,7,21
9106,12,7,21
9107,53,11,21
9108,49,12,21
9109,44,7,21
9110,41,12,21
9111,52,14,21
9112,16,12,21
9113,23,6,21
9114,27,14,21
9115,20,5,21
9116,51,6,21
9117,35,14,21
9118,51,9,21
9119,56,6,21
9120,46,9,21
9121,42,12,21
9122,22,5,21
9123,54,10,21
9124,36,12,21
9125,24,15,21
9126,44,11,21
9127,26,9,21
9128,56,9,21
9129,31,11,21
9130,42,11,21
9131,55,14,21
9132,25,14,21
9133,48,10,21
9134,48,10,21
9135,33,13,21
9136,48,12,21
9137,56,16,21
9138,40,13,21
9139,53,9,21
9140,47,6,21
9141,46,10,21
9142,34,9,21
9143,52,9,21
9144,45,11,21
9145,49,12,21
9146,49,14,21
9147,58,16,21
9148,44,10,21
9149,50,15,21
9150,33,10,21
9151,45,15,21
9152,52,9,21
9153,46,8,21
9154,53,13,21
9155,48,12,21
9156,48,12,21
9157,52,11,21
9158,55,16,21
9159,38,7,21
9160,33,7,21
9161,37,13,21
9162,48,14,21
9163,61,13,21
9164,51,16,21
9165,29,12,21
9166,44,2,21
9167,54,3,21
9168,48,10,21
9169,55,6,21
9170,53,10,21
9171,42,14,21
9172,41,9,21
9173,49,13,21
9174,54,10,21
9175,49,15,21
9176,56,10,21
9177,43,11,21
9178,14,4,21
9179,47,10,21
9180,59,15,21
